country_code,city_code,city_name,time_zone
US,MEV,Minden,America/Los_Angeles
US,HIB,Hibbing,America/Chicago
US,LYH,Lynchburg,America/New_York
US,OGS,Ogdensburg,America/New_York
US,FSU,Fort Sumner,America/Denver
US,AKN,King Salmon,America/Anchorage
US,NIN,Ninilchik,America/Anchorage
US,CPM,Compton,America/Los_Angeles
US,EPH,Ephrata,America/Los_Angeles
US,MPZ,Mount Pleasant,America/Chicago
US,GLB,Globe,America/Phoenix
US,ISN,Williston,America/Chicago
US,WHD,Hyder,America/Sitka
US,LCQ,Lake City,America/New_York
US,TOI,Troy,America/Chicago
US,SCK,Stockton,America/Los_Angeles
US,MYH,Marble Canyon,America/Phoenix
US,OWD,Norwood,America/New_York
US,MZJ,Marana,America/Phoenix
US,RWB,Rowan Bay,America/Anchorage
US,PVZ,Painesville,America/New_York
US,FSD,Sioux Falls,America/Chicago
US,COS,Colorado Springs,America/Denver
US,FYM,Fayetteville,America/Chicago
US,MVN,Mount Vernon,America/Chicago
US,CZT,Carrizo Springs,America/Chicago
US,MFV,Melfa,America/New_York
US,RNO,Reno,America/Los_Angeles
US,CKX,Chicken,America/Anchorage
US,SCE,State College,America/New_York
US,CFD,Bryan,America/Chicago
US,VNC,Venice,America/New_York
US,MAW,Malden,America/Chicago
US,MWO,Middletown,America/New_York
US,MMI,Athens,America/New_York
US,GON,New London,America/New_York
US,DRU,Drummond,America/Denver
US,CNH,Claremont,America/New_York
US,JNP,Newport Beach,America/Los_Angeles
US,GAB,Gabbs,America/Los_Angeles
US,INS,Indian Springs,America/Los_Angeles
US,MSP,Minneapolis,America/Chicago
US,WAA,Wales,America/Anchorage
US,MLC,Mc Alester,America/Chicago
US,LND,Lander,America/Denver
US,GLW,Glasgow,America/Chicago
US,PNU,Panguitch,America/Denver
US,ENW,Kenosha,America/Chicago
US,SBO,Salina,America/Denver
US,EMK,Emmonak,America/Nome
US,MTC,Mt Clemens,America/Detroit
US,HAE,Havasupai,America/Phoenix
US,EVV,Evansville,America/Chicago
US,VOK,Camp Douglas,America/Chicago
US,DOV,Dover-Cheswold,America/New_York
US,CYF,Chefornak,America/Nome
US,GBG,Galesburg,America/Chicago
US,GVL,Gainesville,America/New_York
US,LAW,Lawton,America/Chicago
US,SNK,Snyder,America/Chicago
US,KPC,Port Clarence,America/Anchorage
US,WSD,White Sands,America/Denver
US,ARB,Ann Arbor,America/Detroit
US,AYZ,Amityville,America/New_York
US,BGT,Bagdad,America/Phoenix
US,CLI,Clintonville,America/Chicago
US,MUU,Mount Union,America/New_York
US,RTE,Marguerite Bay,America/Anchorage
US,BTY,Beatty,America/Los_Angeles
US,HGT,Jolon,America/Los_Angeles
US,MFR,Medford,America/Los_Angeles
US,EAA,Eagle,America/Anchorage
US,MWL,Mineral Wells,America/Chicago
US,SHH,Shishmaref,America/Anchorage
US,RBY,Ruby,America/Anchorage
US,PGL,Pascagoula,America/Chicago
US,GED,Georgetown,America/New_York
US,ANB,Anniston,America/Chicago
US,NEN,Whitehouse,America/New_York
US,EWB,New Bedford,America/New_York
US,HWD,Hayward,America/Los_Angeles
US,WLM,Waltham,America/New_York
US,MKO,Muskogee,America/Chicago
US,PRF,Port Johnson,America/Anchorage
US,IAG,Niagara Falls,America/New_York
US,GWS,Glenwood Springs,America/Denver
US,LIC,Limon,America/Denver
US,LWM,Lawrence,America/New_York
US,CTH,Coatesville,America/New_York
US,THA,Tullahoma,America/Chicago
US,CID,Cedar Rapids,America/Chicago
US,KIC,King City,America/Los_Angeles
US,PTW,Pottstown,America/New_York
US,PKB,Parkersburg,America/New_York
US,BDG,Blanding,America/Denver
US,DRT,Del Rio,America/Chicago
US,ADQ,Kodiak,America/Anchorage
US,TYS,Knoxville,America/New_York
US,BGR,Bangor,America/New_York
US,CXL,Calexico,America/Los_Angeles
US,SEP,Stephenville,America/Chicago
US,OLF,Wolf Point,America/Denver
US,GRR,Grand Rapids,America/Detroit
US,WRH,Wrench Creek,America/Anchorage
US,BMI,Bloomington,America/Chicago
US,ECA,East Tawas,America/Detroit
US,ICS,Cascade,America/Boise
US,HCR,Holy Cross,America/Anchorage
US,DPK,Deer Park,America/New_York
US,PPM,Pompano Beach,America/New_York
US,PIA,Peoria,America/Chicago
US,CDN,Camden,America/New_York
US,PVD,Providence,America/New_York
US,NXX,Willow Grove,America/New_York
US,LWB,Lewisburg,America/New_York
US,CCB,Upland,America/Los_Angeles
US,MXE,Maxton,America/New_York
US,ULM,New Ulm,America/Chicago
US,TTO,Britton,America/Chicago
US,WRL,Worland,America/Denver
US,VLD,Valdosta,America/New_York
US,HUD,Humboldt,America/Chicago
US,OTZ,Kotzebue,America/Nome
US,GGW,Glasgow,America/Denver
US,MCW,Mason City,America/Chicago
US,LSK,Lusk,America/Denver
US,HOL,Holikachu,America/Anchorage
US,RTN,Raton,America/Denver
US,BKF,Katmai National Park,America/Anchorage
US,SHV,Shreveport,America/Chicago
US,PRC,Prescott,America/Phoenix
US,MNZ,Manassas,America/New_York
US,UCC,Yucca Flat,America/Los_Angeles
US,DCU,Decatur,America/Chicago
US,ATS,Artesia,America/Denver
US,HDN,Hayden,America/Denver
US,MEO,Manteo,America/New_York
US,BIH,Bishop,America/Los_Angeles
US,LAS,Las Vegas,America/Los_Angeles
US,TOP,Topeka,America/Chicago
US,ONA,Winona,America/Chicago
US,BDR,Bridgeport,America/New_York
US,BFT,Beaufort,America/New_York
US,AUM,Austin,America/Chicago
US,HSP,Hot Springs,America/New_York
US,TNC,Tin City,America/Anchorage
US,PTB,Petersburg,America/New_York
US,KUW,Kugururok River,America/Anchorage
US,PAO,Palo Alto,America/Los_Angeles
US,NHK,Patuxent River,America/New_York
US,STK,Sterling,America/Denver
US,GRE,Greenville,America/Chicago
US,CHO,Charlottesville,America/New_York
US,RLD,Richland,America/Los_Angeles
US,CZC,Copper Centre,America/Anchorage
US,RKC,Yreka,America/Los_Angeles
US,CRT,Crossett,America/Chicago
US,LBL,Liberal,America/Chicago
US,MHN,Mullen,America/Denver
US,TNK,Tununak,America/Anchorage
US,MTH,Marathon,America/New_York
US,IDH,Grangeville,America/Los_Angeles
US,HRL,Harlingen,America/Chicago
US,MSN,Madison,America/Chicago
US,DLN,Dillon,America/Denver
US,FWA,Fort Wayne,America/Indiana/Indianapolis
US,OGA,Ogallala,America/Denver
US,XPU,West Kuparuk,America/Anchorage
US,REH,Rehoboth Beach,America/New_York
US,KPY,Port Bailey,America/Anchorage
US,STG,Saint George Island,America/Anchorage
US,BCT,Boca Raton,America/New_York
US,MNN,Marion,America/New_York
US,APH,Bowling Green,America/New_York
US,IFA,Iowa Falls,America/Chicago
US,OMK,Omak,America/Los_Angeles
US,LKP,Lake Placid,America/New_York
US,BUM,Butler,America/Chicago
US,CTO,Calverton,America/New_York
US,WST,Westerly,America/New_York
US,YKN,Yankton,America/Chicago
US,WHT,Wharton,America/Chicago
US,MXY,Mccarthy,America/Anchorage
US,MSV,Monticello,America/New_York
US,EAT,Wenatchee,America/Los_Angeles
US,ZPH,Zephyrhills,America/New_York
US,EDW,Edwards,America/Los_Angeles
US,KPK,Parks,America/Anchorage
US,MKE,Milwaukee,America/Chicago
US,FRP,Fresh Water Bay,America/Juneau
US,SVH,Statesville,America/New_York
US,BMC,Brigham City,America/Denver
US,CUW,Cube Cove,America/Juneau
US,AYS,Waycross,America/New_York
US,CIN,Carroll,America/Chicago
US,HBC,Hanus Bay,America/Sitka
US,AIN,Wainwright,America/Anchorage
US,LAF,Lafayette,America/Indiana/Indianapolis
US,PGC,Petersburg,America/New_York
US,HCW,Cheraw,America/New_York
US,CEX,Chena Hot Springs,America/Anchorage
US,ZNC,Nyac,America/Anchorage
US,GAD,Gadsden,America/Chicago
US,GLS,Galveston,America/Chicago
US,JMC,Sausalito,America/Los_Angeles
US,VSK,Kennewick,America/Los_Angeles
US,LMT,Klamath Falls,America/Los_Angeles
US,HON,Huron,America/Chicago
US,ROL,Roosevelt,America/Denver
US,BTT,Bettles,America/Anchorage
US,CSM,Clinton,America/Chicago
US,JMH,Schaumburg,America/Chicago
US,EOK,Keokuk,America/Chicago
US,UOX,Oxford,America/Chicago
US,BSQ,Bisbee,America/Phoenix
US,ENL,Centralia,America/Chicago
US,MPJ,Morrilton,America/Chicago
US,MPR,Mcpherson,America/Chicago
US,SUE,Sturgeon Bay,America/Chicago
US,DRF,Drift River,America/Anchorage
US,OLY,Olney,America/Chicago
US,OGB,Orangeburg,America/New_York
US,LGD,La Grande,America/Los_Angeles
US,DBN,Dublin,America/New_York
US,FOK,Westhampton,America/New_York
US,BRW,Barrow,America/Anchorage
US,DUG,Douglas,America/Phoenix
US,TOR,Torrington,America/Denver
US,NCO,Quonset Point,America/New_York
US,MDR,Medfra,America/Anchorage
US,PBK,Pack Creek,America/Anchorage
US,LBT,Lumberton,America/New_York
US,UMB,Umnak Island,America/Anchorage
US,FSM,Fort Smith,America/Chicago
US,SJN,St Johns,America/Phoenix
US,UKN,Waukon,America/Chicago
US,MDO,Middleton Island,America/Anchorage
US,VEX,Tioga,America/Chicago
US,PTD,Port Alexander,America/Anchorage
US,FEP,Freeport,America/Chicago
US,KOT,Kotlik,America/Nome
US,SOP,Southern Pines,America/New_York
US,FRN,Fort Richardson,America/Anchorage
US,PNX,Sherman-Denison,America/Chicago
US,WLN,Little Naukati,America/Sitka
US,DUT,Dutch Harbor,America/Nome
US,BBB,Benson,America/Chicago
US,MRF,Marfa,America/Chicago
US,SLN,Salina,America/Chicago
US,EEN,Keene,America/New_York
US,ATU,Attu Island,America/Adak
US,DNS,Denison,America/Chicago
US,OBT,Oakland,America/New_York
US,OGD,Ogden,America/Denver
US,LIY,Hinesville,America/New_York
US,PUL,Poulsbo,America/Los_Angeles
US,YNG,Youngstown,America/New_York
US,SFO,San Francisco,America/Los_Angeles
US,XMD,Madison,America/Chicago
US,PKD,Park Rapids,America/Chicago
US,KCN,Chernofski,America/Nome
US,GRN,Gordon,America/Denver
US,LRJ,Lemars,America/Chicago
US,LSN,Los Banos,America/Los_Angeles
US,IJX,Jacksonville,America/Chicago
US,PLK,Point Lookout,America/Chicago
US,EHM,Cape Newenham,America/Nome
US,WWA,Wasilla,America/Anchorage
US,DTL,Detroit Lakes,America/Chicago
US,AIO,Atlantic,America/Chicago
US,LSF,Fort Benning,America/New_York
US,TEX,Telluride,America/Denver
US,BTF,Bountiful,America/Denver
US,JHW,Jamestown,America/New_York
US,LYO,Lyons,America/Chicago
US,WSJ,San Juan,America/Anchorage
US,OSC,Oscoda,America/Detroit
US,THV,York,America/New_York
US,GFB,Togiak Fish,America/Anchorage
US,AUG,Augusta,America/New_York
US,VYS,Peru,America/Chicago
US,EHT,East Hartford,America/New_York
US,WIB,Wilbarger,America/Chicago
US,PPV,Port Protection,America/Anchorage
US,FFT,Frankfort,America/New_York
US,SHD,Staunton,America/New_York
US,UOS,Sewanee,America/Chicago
US,MOX,Morris,America/Chicago
US,CBA,Corner Bay,America/Sitka
US,WMK,Meyers Chuck,America/Anchorage
US,ALM,Alamogordo,America/Denver
US,MWS,Mount Wilson,America/Los_Angeles
US,CKM,Clarksdale,America/Chicago
US,SVC,Silver City,America/Denver
US,HCB,Shoal Cove,America/Anchorage
US,SGR,Sugar Land,America/Chicago
US,ITH,Ithaca,America/New_York
US,MLU,Monroe,America/Chicago
US,COI,Cocoa,America/New_York
US,RLU,Bornite,America/Anchorage
US,VRB,Vero Beach,America/New_York
US,SVW,Sparrevohn,America/Anchorage
US,GTY,Gettysburg,America/New_York
US,MWA,Marion,America/Chicago
US,OBK,Northbrook,America/Chicago
US,RMY,Mariposa,America/Los_Angeles
US,TVF,Thief River Falls,America/Chicago
US,PRX,Paris,America/Chicago
US,HLB,Batesville,America/Indiana/Indianapolis
US,SCB,Scribner,America/Chicago
US,ELM,Elmira,America/New_York
US,FCY,Forrest City,America/Chicago
US,MIT,Shafter,America/Los_Angeles
US,CIC,Chico,America/Los_Angeles
US,KWT,Kwethluk,America/Anchorage
US,GFD,Greenfield,America/Indiana/Indianapolis
US,LWV,Lawrenceville,America/Chicago
US,MOD,Modesto,America/Los_Angeles
US,NRB,Mayport,America/Chicago
US,ELP,El Paso,America/Denver
US,FUL,Fullerton,America/Los_Angeles
US,WWP,Whale Pass,America/Anchorage
US,HNX,Hanna,America/Denver
US,GDV,Glendive,America/Denver
US,ORH,Worcester,America/New_York
US,PXL,Polacca,America/Phoenix
US,RBW,Walterboro,America/New_York
US,PGV,Greenville,America/New_York
US,HLG,Wheeling,America/New_York
US,ATY,Watertown,America/Chicago
US,WTL,Tuntutuliak,America/Anchorage
US,ALN,Alton,America/Chicago
US,RBK,Rancho,America/Los_Angeles
US,MTO,Mattoon,America/Chicago
US,PEQ,Pecos City,America/Chicago
US,NTD,Port Hueneme,America/Los_Angeles
US,HYL,Hollis,America/Sitka
US,CVN,Clovis,America/Denver
US,BRY,Bardstown,America/New_York
US,UTM,Tunica,America/Chicago
US,FPY,Perry,America/New_York
US,GPZ,Grand Rapids,America/Chicago
US,BAM,Battle Mountain,America/Los_Angeles
US,OSX,Kosciusko,America/Chicago
US,RLA,Rolla,America/Chicago
US,MTJ,Montrose,America/Denver
US,HSV,Huntsville,America/Chicago
US,RDU,Raleigh/Durham,America/New_York
US,BJJ,Wooster,America/New_York
US,BMG,Bloomington,America/Indiana/Indianapolis
US,VIS,Visalia,America/Los_Angeles
US,MML,Marshall,America/Chicago
US,MLS,Miles City,America/Denver
US,RAL,Riverside,America/Los_Angeles
US,KTH,Tikchik,America/Anchorage
US,SAF,Santa Fe,America/Denver
US,SFR,San Fernando,America/Los_Angeles
US,MIA,Miami,America/New_York
US,PJB,Payson,America/Phoenix
US,PDX,Portland,America/Los_Angeles
US,VLE,Valle,America/Phoenix
US,NNL,Nondalton,America/Anchorage
US,SVS,Stevens Village,America/Anchorage
US,FFM,Fergus Falls,America/Chicago
US,LAN,Lansing,America/Detroit
US,XES,Lake Geneva,America/Chicago
US,CCG,Crane,America/Chicago
US,SIT,Sitka,America/Sitka
US,DIO,Diomede Island,America/Nome
US,SAD,Safford,America/Phoenix
US,NRI,Shangri-la,America/Chicago
US,SPI,Springfield,America/Chicago
US,GHM,Centerville,America/Chicago
US,LHV,Lock Haven,America/New_York
US,TSG,Tanacross,America/Anchorage
US,THM,Thompsonfield,America/Chicago
US,GDM,Gardner,America/New_York
US,EAN,Wheatland,America/Denver
US,MMS,Marks,America/Chicago
US,HOT,Hot Springs,America/Chicago
US,DLS,The Dalles,America/Los_Angeles
US,AVX,Avalon,America/Los_Angeles
US,BNW,Boone,America/Chicago
US,ECP,Panama City,America/Chicago
US,RTL,Spirit Lake,America/Chicago
US,BBF,Burlington,America/New_York
US,PVF,Placerville,America/Los_Angeles
US,SLQ,Sleetmute,America/Anchorage
US,LWT,Lewistown,America/Denver
US,AIV,Aliceville,America/Chicago
US,IKK,Kankakee,America/Chicago
US,MMH,Mammoth Lakes,America/Los_Angeles
US,NHX,Foley,America/Chicago
US,MHE,Mitchell,America/Chicago
US,HNB,Huntingburg,America/Indiana/Vincennes
US,SYV,Sylvester,America/New_York
US,VEL,Vernal,America/Denver
US,BTI,Barter Island,America/Anchorage
US,DPG,Dugway,America/Denver
US,MGM,Montgomery,America/Chicago
US,CUH,Cushing,America/Chicago
US,PRB,Paso Robles,America/Los_Angeles
US,MVC,Monroeville,America/Chicago
US,MBS,Saginaw,America/Detroit
US,BGE,Bainbridge,America/New_York
US,BCE,Bryce,America/Denver
US,LVD,Lime Village,America/Anchorage
US,SVA,Savoonga,America/Anchorage
US,SUU,Fairfield,America/Los_Angeles
US,GCN,Flagstaff,America/Phoenix
US,NGZ,Alameda,America/Los_Angeles
US,JXN,Jackson,America/Detroit
US,FCA,Kalispell,America/Denver
US,DVN,Davenport,America/Chicago
US,MVL,Stowe,America/New_York
US,FDR,Frederick,America/Chicago
US,PNC,Ponca City,America/Chicago
US,OLS,Nogales,America/Phoenix
US,ADM,Ardmore,America/Chicago
US,FAR,Fargo,America/Chicago
US,PTH,Port Heiden,America/Anchorage
US,XSA,Tappahannock,America/New_York
US,FLD,Fond Du Lac,America/Chicago
US,KWK,Kwigillingok,America/Nome
US,MGC,Michigan City,America/Chicago
US,PTV,Porterville,America/Los_Angeles
US,CSN,Carson City,America/Los_Angeles
US,MBG,Mobridge,America/Chicago
US,EXI,Excursion Inlet,America/Juneau
US,FAT,Fresno,America/Los_Angeles
US,FYV,Fayetteville,America/Chicago
US,DSV,Dansville,America/New_York
US,GFK,Grand Forks,America/Chicago
US,VLA,Vandalia,America/Chicago
US,EVA,Evadale,America/Chicago
US,ERR,Errol,America/New_York
US,CEZ,Cortez,America/Denver
US,MXA,Manila,America/Chicago
US,PFD,Port Frederick,America/Anchorage
US,CFT,Clifton,America/Phoenix
US,BOS,Boston,America/New_York
US,UCA,Utica,America/New_York
US,RSN,Ruston,America/Chicago
US,TMA,Tifton,America/New_York
US,GSH,Goshen,America/Indiana/Indianapolis
US,BWS,Blaine,America/Los_Angeles
US,NKI,Naukiti,America/Anchorage
US,RPX,Roundup,America/Denver
US,MVY,Martha's Vineyard,America/New_York
US,EWN,New Bern,America/New_York
US,ANV,Anvik,America/Anchorage
US,ISP,Ronkonkoma,America/New_York
US,WVI,Watsonville,America/Los_Angeles
US,MCL,Mount Mckinley,America/Anchorage
US,PSN,Palestine,America/Chicago
US,JCY,Johnson,America/Chicago
US,RCE,Roche Harbor,America/Los_Angeles
US,MYR,Myrtle Beach,America/New_York
US,ACT,Waco,America/Chicago
US,WGO,Winchester,America/New_York
US,ATW,Appleton,America/Chicago
US,TKJ,Tok,America/Anchorage
US,MQB,Macomb,America/Chicago
US,NOL,Nakolik River,America/Anchorage
US,RNC,Mcminnville,America/Chicago
US,WKK,Aleknagik,America/Anchorage
US,LYU,Ely,America/Chicago
US,SPQ,San Pedro,America/Los_Angeles
US,JTO,Thousand Oaks,America/Los_Angeles
US,SNA,Santa Ana,America/Los_Angeles
US,LOL,Lovelock,America/Los_Angeles
US,ASY,Ashley,America/Chicago
US,COU,Columbia,America/Chicago
US,CBK,Colby,America/Chicago
US,BEH,Benton Harbor,America/Detroit
US,SGW,Saginaw Bay,America/Anchorage
US,DHB,Deer Harbor,America/Los_Angeles
US,WWS,Wildwood,America/Anchorage
US,CNE,Canon City,America/Denver
US,BFP,Beaver Falls,America/New_York
US,MDF,Medford,America/Chicago
US,EDK,El Dorado,America/Chicago
US,JFN,Jefferson,America/New_York
US,ESN,Easton,America/New_York
US,JEF,Jefferson City,America/Chicago
US,MDH,Carbondale,America/Chicago
US,SMN,Salmon,America/Boise
US,PFC,Pacific City,America/Los_Angeles
US,PJS,Port San Juan,America/Anchorage
US,GCD,Electric City,America/Los_Angeles
US,CZF,Cape Romanzof,America/Nome
US,HEE,Helena,America/Chicago
US,RIW,Riverton,America/Denver
US,WSB,Steamboat Bay,America/Anchorage
US,DLL,Dillon,America/New_York
US,SQI,Sterling Rockfalls,America/Chicago
US,AND,Anderson,America/New_York
US,AVL,Asheville,America/New_York
US,VBM,Blue Mountain,America/Anchorage
US,QKS,Keystone,America/Denver
US,BFL,Bakersfield,America/Los_Angeles
US,MXC,Monticello,America/Denver
US,NLG,Nelson Lagoon,America/Anchorage
US,PSX,Palacios,America/Chicago
US,TRI,"Bristol, VA/Johnson City/Kingsport",America/New_York
US,CLU,Columbus,America/Indiana/Indianapolis
US,MRN,Morganton,America/New_York
US,LOT,Lockport,America/Chicago
US,FBL,Faribault,America/Chicago
US,LNI,Lonely,America/Anchorage
US,MDN,Madison,America/Indiana/Indianapolis
US,LBB,Lubbock,America/Chicago
US,HWO,Hollywood,America/New_York
US,ROX,Roseau,America/Chicago
US,HYA,Hyannis,America/New_York
US,SAN,San Diego,America/Los_Angeles
US,SLT,Salida,America/Denver
US,MSO,Missoula,America/Denver
US,RHI,Rhinelander,America/Chicago
US,JLN,Joplin,America/Chicago
US,CBF,Council Bluffs,America/Chicago
US,SPA,Spartanburg,America/New_York
US,NIR,Beeville,America/Chicago
US,IWD,Ironwood,America/Menominee
US,HKY,Hickory,America/New_York
US,KGZ,Glacier Creek,America/Anchorage
US,BET,Bethel,America/Anchorage
US,ATO,Athens,America/New_York
US,MLK,Malta,America/Denver
US,PML,Port Moller,America/Anchorage
US,CDH,Camden,America/Chicago
US,FLL,Fort Lauderdale,America/New_York
US,SGT,Stuttgart,America/Chicago
US,TKE,Tenakee Springs,America/Anchorage
US,TEB,Teterboro,America/New_York
US,SAV,Savannah,America/New_York
US,TGE,Tuskegee,America/Chicago
US,UGS,Ugashik,America/Anchorage
US,SZP,Santa Paula,America/Los_Angeles
US,KBK,Klag Bay,America/Sitka
US,LKV,Lakeview,America/Los_Angeles
US,VPZ,Valparaiso,America/Chicago
US,LLX,Lyndonville,America/New_York
US,RUT,Rutland,America/New_York
US,RBG,Roseburg,America/Los_Angeles
US,HUL,Houlton,America/New_York
US,EGP,Eagle Pass,America/Chicago
US,HVR,Havre,America/Denver
US,CFA,Coffee Point,America/Anchorage
US,VTN,Valentine,America/Chicago
US,KKT,Kentland,America/Chicago
US,GYR,Goodyear,America/Phoenix
US,BRL,Burlington,America/Chicago
US,TOL,Toledo,America/New_York
US,MLL,Marshall,America/Anchorage
US,VAK,Chevak,America/Nome
US,WAY,Waynesburg,America/New_York
US,KWP,West Point,America/Anchorage
US,BOK,Brookings,America/Los_Angeles
US,CSP,Cape Spencer,America/Juneau
US,PKA,Napaskiak,America/Anchorage
US,POY,Powell,America/Denver
US,WPO,Paonia,America/Denver
US,AUO,Auburn,America/Chicago
US,CBZ,Cabin Creek,America/Sitka
US,KLP,Kelp Bay,America/Sitka
US,CGE,Cambridge,America/New_York
US,RAP,Rapid City,America/Denver
US,JHY,Cambridge,America/New_York
US,NPH,Nephi,America/Denver
US,LKK,Kulik Lake,America/Anchorage
US,FDY,Findlay,America/New_York
US,AIA,Alliance,America/Denver
US,SNP,Saint Paul Island,America/Anchorage
US,GUC,Gunnison,America/Denver
US,ANC,Anchorage,America/Anchorage
US,MPS,Mount Pleasant,America/Chicago
US,EDG,Edgewood,America/New_York
US,LRF,Jacksonville,America/Chicago
US,UWA,Ware,America/New_York
US,JOR,Orange,America/Los_Angeles
US,AFO,Afton,America/Denver
US,NQI,Kingsville,America/Chicago
US,SBM,Sheboygan,America/Chicago
US,HQM,Hoquiam,America/Los_Angeles
US,PGA,Page,America/Phoenix
US,BUB,Burwell,America/Chicago
US,NKV,Nichen Cove,America/Anchorage
US,CTY,Cross City,America/New_York
US,BID,Block Island,America/New_York
US,ETS,Enterprise,America/Chicago
US,GPT,Gulfport,America/Chicago
US,CON,Concord,America/New_York
US,OTS,Anacortes,America/Los_Angeles
US,SHG,Shungnak,America/Anchorage
US,HDE,Holdrege,America/Chicago
US,PIP,Pilot Point,America/Anchorage
US,SZL,Warrensburg,America/Chicago
US,KLL,Levelock,America/Anchorage
US,FNL,Fort Collins,America/Denver
US,MWH,Moses Lake,America/Los_Angeles
US,FOP,Forest Park,America/New_York
US,KTB,Thorne Bay,America/Anchorage
US,PNS,Pensacola,America/Chicago
US,MMU,Morristown,America/New_York
US,GRI,Grand Island,America/Chicago
US,KNK,Kokhanok,America/Anchorage
US,BXA,Bogalusa,America/Chicago
US,BPT,Beaumont,America/Chicago
US,BNL,Barnwell,America/New_York
US,PRT,Point Retreat,America/Anchorage
US,DLG,Dillingham,America/Anchorage
US,RCT,Reed City,America/Detroit
US,CDL,Candle,America/Anchorage
US,HAR,Middletown,America/New_York
US,KVL,Kivalina,America/Nome
US,OFK,Norfolk,America/Chicago
US,TPA,Tampa,America/New_York
US,RWF,Redwood Falls,America/Chicago
US,DSM,Des Moines,America/Chicago
US,HES,Hermiston,America/Los_Angeles
US,LAR,Laramie,America/Denver
US,HSB,Harrisburg,America/Chicago
US,MSS,Massena,America/New_York
US,JAS,Jasper,America/Chicago
US,CLL,College Station,America/Chicago
US,ABI,Abilene,America/Chicago
US,CIK,Chalkyitsik,America/Anchorage
US,LNP,Wise,America/New_York
US,PGR,Paragould,America/Chicago
US,TBC,Tuba City,America/Shiprock
US,BWD,Brownwood,America/Chicago
US,LAA,Lamar,America/Denver
US,RFK,Anguilla,America/Chicago
US,AXV,Wapakoneta,America/New_York
US,MBY,Moberly,America/Chicago
US,ATK,Atqasuk,America/Anchorage
US,UIZ,Utica,America/Detroit
US,BIL,Billings,America/Denver
US,TKF,Truckee,America/Los_Angeles
US,LWL,Wells,America/Los_Angeles
US,ELW,Ellamar,America/Anchorage
US,SVE,Susanville,America/Los_Angeles
US,BVD,Beaver Inlet,America/Nome
US,GEK,Ganes Creek,America/Anchorage
US,CRX,Corinth,America/Chicago
US,EEK,Eek,America/Nome
US,CWX,Willcox,America/Phoenix
US,SDF,Louisville,America/Kentucky/Louisville
US,ISQ,Manistique,America/Detroit
US,PGO,Pagosa Springs,America/Denver
US,ABL,Ambler,America/Anchorage
US,RDV,Red Devil,America/Anchorage
US,SEG,Selinsgrove,America/New_York
US,CXC,Chitina,America/Anchorage
US,DUC,Duncan,America/Chicago
US,FFL,Fairfield,America/Chicago
US,APF,Naples,America/New_York
US,EWR,Newark,America/New_York
US,CJN,El Cajon,America/Los_Angeles
US,GSO,Greensboro/High Point,America/New_York
US,BLM,Belmar - Farmingdale,America/New_York
US,OTN,Oaktown,America/Indiana/Vincennes
US,WMH,Mountain Home,America/Chicago
US,CIR,Cairo,America/Chicago
US,CMI,Champaign,America/Chicago
US,CKK,Cherokee,America/Chicago
US,GVE,Gordonsville,America/New_York
US,SBS,Steamboat Springs,America/Denver
US,CNM,Carlsbad,America/Denver
US,KPN,Kipnuk,America/Nome
US,OLE,Olean,America/New_York
US,TUP,Tupelo,America/Chicago
US,PIZ,Point Lay,America/Anchorage
US,FBG,Fort Bragg,America/New_York
US,TOA,Torrance,America/Los_Angeles
US,KKA,Koyuk,America/Anchorage
US,MPO,Mount Pocono,America/New_York
US,PUC,Price,America/Denver
US,LFT,Lafayette,America/Chicago
US,CNU,Chanute,America/Chicago
US,LEX,Lexington,America/New_York
US,MFE,McAllen,America/Chicago
US,FMC,Five Mile,America/Anchorage
US,ATL,Atlanta,America/New_York
US,FPR,Fort Pierce,America/New_York
US,SBD,San Bernardino,America/Whitehorse
US,AHH,Amery,America/Chicago
US,GCW,Grand Canyon West,America/Phoenix
US,MKG,Muskegon,America/Detroit
US,AXX,Angel Fire,America/Denver
US,PWM,Portland,America/New_York
US,LAM,Los Alamos,America/Denver
US,EKO,Elko,America/Los_Angeles
US,CTX,Cortland,America/New_York
US,PFA,Paf Warren,America/Anchorage
US,OHC,Northeast Cape,America/Anchorage
US,DRE,Drummond Island,America/Detroit
US,WAL,Chincoteague,America/New_York
US,TPH,Tonopah,America/Los_Angeles
US,HYS,Hays,America/Chicago
US,EKN,Elkins,America/New_York
US,WTK,Noatak,America/Anchorage
US,AGS,Augusta,America/New_York
US,ESW,Easton,America/Los_Angeles
US,SJC,San Jose,America/Los_Angeles
US,WWD,Wildwood,America/New_York
US,ESD,Eastsound,America/Los_Angeles
US,SES,Selma,America/Chicago
US,EGE,Vail,America/Denver
US,RVR,Green River,America/Denver
US,SLC,Salt Lake City,America/Denver
US,BSI,Blairsville,America/New_York
US,CNK,Concordia,America/Chicago
US,PTU,Platinum,America/Anchorage
US,MVE,Montevideo,America/Chicago
US,ADG,Adrian,America/Detroit
US,MBL,Manistee,America/Detroit
US,MTM,Metlakatla,America/Metlakatla
US,CKV,Clarksville,America/Chicago
US,BFG,Bullfrog Basin,America/Denver
US,PCK,Porcupine Creek,America/Anchorage
US,GGE,Georgetown,America/New_York
US,ILG,Wilmington,America/New_York
US,IFP,Bullhead City,America/Phoenix
US,GGG,Longview,America/Chicago
