Dealer_ID,Name,City,Latitude,Longitude
261,AUSTINE BEST VENTURES LTD,Igbo-Ora,7.435186,3.2874431
257,BLESSED DEN-RACH DYNAMIC VENTURES LTD,Enugu,6.9162632,7.5184719
260,OLUSOLA COMMERCIAL ENTERPRISES,Ibadan,7.478631,3.9137284999999
259,S. AKINMADE NIGERIA LTD,Akure,7.2455287,5.1887157
